Country,ISO Code,Date,Total Vaccinations,1st Dose,2nd Dose,Daily Vaccinations,Vaccines,Source Name
England,OWID_ENG,19-01-21,4419704,3985579,434125,251122,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,20-01-21,4740578,4303730,436848,261507,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,21-01-21,5100475,4661293,439182,272972,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,22-01-21,5526071,5085771,440300,287384,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,23-01-21,5970175,5529101,441074,311226,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,24-01-21,6169377,5727693,441684,317419,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,25-01-21,6405554,5962544,443010,326745,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,26-01-21,6665861,6221850,444011,320880,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,27-01-21,6918853,6473752,445101,311182,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,28-01-21,7263317,6816945,446372,308977,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,29-01-21,7701203,7253305,447898,310733,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,30-01-21,8251146,7792996,458150,325853,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,31-01-21,8543262,8082355,460907,339126,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,01-02-21,8825371,8362868,462503,345688,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,02-02-21,9126930,8663041,463889,351581,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,03-02-21,9508006,9041835,466171,369879,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,04-02-21,9899043,9430261,468782,376532,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,05-02-21,10302620,9831897,470723,371631,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,06-02-21,10761539,10290215,471324,358628,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,07-02-21,10991365,10519729,471636,349729,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,08-02-21,11245053,10771998,473055,345669,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,09-02-21,11558880,11083652,475228,347421,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,10-02-21,11901827,11422507,479320,341974,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,11-02-21,12293207,11809241,483966,342023,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,12-02-21,12733865,12246166,487699,347321,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,13-02-21,13165548,12675663,489885,343430,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,14-02-21,13353631,12862909,490722,337467,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,15-02-21,13575245,13082669,492576,332885,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,16-02-21,13891042,13395338,495704,333166,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,17-02-21,14318115,13817914,500201,345184,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,18-02-21,14718938,14214176,504762,346533,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,19-02-21,15046635,14537978,508657,330396,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,20-02-21,15355176,14844087,511089,312804,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,21-02-21,15471509,14958074,513435,302554,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,22-02-21,15631937,15113158,518779,293813,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,23-02-21,15926415,15398055,528360,290768,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,24-02-21,16337561,15794992,542569,288492,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,25-02-21,16785841,16227104,558737,295272,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,26-02-21,17254844,16679881,574963,315458,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,27-02-21,17641792,17051245,590547,326659,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,28-02-21,17812739,17212804,599935,334461,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,01-03-21,17985951,17373384,612567,336288,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,02-03-21,18194919,17554700,640219,324072,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,03-03-21,18469922,17785702,684220,304623,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,04-03-21,18835355,18106090,729265,292788,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,05-03-21,19258271,18491771,766500,286204,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,06-03-21,19663577,18875389,788188,288826,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,07-03-21,19812818,19015497,797321,285726,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,08-03-21,20020354,19199233,821121,290629,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,09-03-21,20248632,19380360,868272,293388,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,10-03-21,20526312,19587080,939232,293770,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,11-03-21,20807385,19798473,1008912,281719,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,12-03-21,21187615,20111189,1076426,275621,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,13-03-21,21683887,20568821,1115066,288616,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,14-03-21,21921282,20791838,1129444,301209,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,15-03-21,22284040,21122514,1161526,323384,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,16-03-21,22717791,21493356,1224435,352737,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,17-03-21,23201466,21886125,1315341,382165,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,18-03-21,23757540,22337590,1419950,421451,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,19-03-21,24393759,22873079,1520680,458021,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,20-03-21,25150632,23559503,1591129,495249,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,21-03-21,25476409,23854862,1621547,507875,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,22-03-21,25823406,24137423,1685983,505624,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,23-03-21,26226604,24406074,1820530,501259,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,24-03-21,26710498,24681955,2028543,501290,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,25-03-21,27166754,24940005,2226749,487031,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,26-03-21,27761724,25284013,2477711,481138,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,27-03-21,28330452,25651406,2679046,454260,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,28-03-21,28709906,25903782,2806124,461928,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,29-03-21,29033640,26090111,2943529,458605,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,30-03-21,29443531,26266174,3177357,459561,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,31-03-21,29973324,26454219,3519105,466118,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,01-04-21,30507732,26576629,3931103,477283,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,OWID_ENG,02-04-21,30791767,26644910,4146857,432863,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
Equatorial Guinea,GNQ,16-03-21,6565,5765,800,,Sinopharm/Beijing,Ministry of Health
Equatorial Guinea,GNQ,17-03-21,,,,430,Sinopharm/Beijing,Ministry of Health
Equatorial Guinea,GNQ,18-03-21,,,,430,Sinopharm/Beijing,Ministry of Health
Equatorial Guinea,GNQ,19-03-21,,,,430,Sinopharm/Beijing,Ministry of Health
Equatorial Guinea,GNQ,20-03-21,,,,430,Sinopharm/Beijing,Ministry of Health
Equatorial Guinea,GNQ,21-03-21,,,,430,Sinopharm/Beijing,Ministry of Health
Equatorial Guinea,GNQ,22-03-21,,,,430,Sinopharm/Beijing,Ministry of Health
Equatorial Guinea,GNQ,23-03-21,,,,430,Sinopharm/Beijing,Ministry of Health
Equatorial Guinea,GNQ,24-03-21,,,,430,Sinopharm/Beijing,Ministry of Health
Equatorial Guinea,GNQ,25-03-21,,,,430,Sinopharm/Beijing,Ministry of Health
Equatorial Guinea,GNQ,26-03-21,,,,430,Sinopharm/Beijing,Ministry of Health
Equatorial Guinea,GNQ,27-03-21,,,,430,Sinopharm/Beijing,Ministry of Health
Equatorial Guinea,GNQ,28-03-21,,,,430,Sinopharm/Beijing,Ministry of Health
Equatorial Guinea,GNQ,29-03-21,12155,9748,2407,430,Sinopharm/Beijing,Ministry of Health
Equatorial Guinea,GNQ,30-03-21,,,,460,Sinopharm/Beijing,Ministry of Health
Equatorial Guinea,GNQ,31-03-21,,,,490,Sinopharm/Beijing,Ministry of Health
Equatorial Guinea,GNQ,01-04-21,14080,11090,2990,521,Sinopharm/Beijing,Ministry of Health
Estonia,EST,28-12-20,207,,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,29-12-20,516,,,309,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,30-12-20,884,,,338,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,31-12-20,1907,,,567,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,01-01-21,2487,,,570,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,02-01-21,,,,459,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,03-01-21,2517,,,385,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,04-01-21,2535,,,333,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,05-01-21,3188,,,382,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,06-01-21,5009,,,589,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,07-01-21,6632,,,675,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,08-01-21,7973,,,784,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,09-01-21,10197,,,1099,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,10-01-21,10749,,,1176,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,11-01-21,10972,,,1205,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,12-01-21,11896,,,1244,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,13-01-21,13481,,,1210,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,14-01-21,14879,,,1178,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,15-01-21,16677,,,1243,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,16-01-21,17959,,,1109,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,17-01-21,18179,,,1061,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,18-01-21,18275,,,1043,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,19-01-21,19315,,,1060,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,20-01-21,20478,,,1000,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,21-01-21,21985,,,1015,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,22-01-21,24196,,,1074,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,23-01-21,25704,,,1106,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,24-01-21,25964,,,1112,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,25-01-21,26126,,,1122,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,26-01-21,27180,,,1124,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,27-01-21,29594,,,1302,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,28-01-21,31629,25415,6214,1378,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,29-01-21,34019,26412,7607,1403,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,30-01-21,37230,27633,9597,1647,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,31-01-21,38055,27900,10155,1727,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,01-02-21,38594,28186,10408,1781,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,02-02-21,40217,28907,11310,1862,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,03-02-21,43000,30158,12842,1915,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,04-02-21,46194,31864,14330,2081,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,05-02-21,49798,33927,15871,2254,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,06-02-21,52868,35492,17376,2234,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,07-02-21,53424,35905,17519,2196,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,08-02-21,53481,35917,17564,2127,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,09-02-21,,,,2236,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,10-02-21,58261,39147,19114,2180,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,11-02-21,61757,41731,20026,2223,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,12-02-21,65798,44486,21312,2286,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,13-02-21,68146,46020,22126,2183,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,14-02-21,68436,46152,22284,2145,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,15-02-21,68497,46154,22343,2145,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,16-02-21,69313,46740,22573,1920,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,17-02-21,71722,48573,23149,1923,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,18-02-21,76075,52263,23812,2045,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,19-02-21,82370,57543,24827,2367,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,20-02-21,87147,61316,25831,2714,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,21-02-21,87957,61904,26053,2789,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,22-02-21,88790,62415,26375,2899,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,23-02-21,91785,64508,27277,3210,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,24-02-21,96515,68297,28218,3542,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,25-02-21,96980,68629,28351,2986,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,26-02-21,,,,3091,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,27-02-21,111039,77536,33503,3413,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,28-02-21,,,,3424,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,01-03-21,112809,78759,34050,3431,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,02-03-21,116276,81209,35067,3499,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,03-03-21,,,,3578,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,04-03-21,126848,87086,39762,4267,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,05-03-21,134504,92270,42234,4356,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,06-03-21,,,,4130,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,07-03-21,145394,101452,43942,4781,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,08-03-21,,,,4990,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,09-03-21,150080,105845,44235,4829,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,10-03-21,155175,109865,45310,4802,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,11-03-21,161693,113898,47795,4978,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,12-03-21,,,,5220,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,13-03-21,180400,127829,52571,5779,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,14-03-21,185912,133263,52649,5788,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,15-03-21,191207,138543,52664,6210,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,16-03-21,194844,141912,52932,6395,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,17-03-21,199394,145665,53729,6317,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,18-03-21,204831,150844,53987,6163,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,19-03-21,212261,157489,54772,5888,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,20-03-21,220882,163936,56946,5783,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,21-03-21,223166,166163,57003,5322,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,22-03-21,224511,167488,57023,4758,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,23-03-21,226994,169435,57559,4593,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,24-03-21,229921,172183,57738,4361,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,25-03-21,235600,177457,58143,4396,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,26-03-21,,,,4525,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,27-03-21,252278,191723,60555,4485,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,28-03-21,254683,193870,60813,4502,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,29-03-21,255219,194358,60861,4387,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,30-03-21,,,,4451,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,31-03-21,261089,198905,62184,4453,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,01-04-21,267061,203365,63696,4494,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,02-04-21,279012,211367,67645,5010,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,EST,03-04-21,282946,214921,68025,4381,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Faeroe Islands,FRO,29-01-21,3994,3993,1,,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands
Faeroe Islands,FRO,30-01-21,,,,83,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands
Faeroe Islands,FRO,31-01-21,,,,83,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands
Faeroe Islands,FRO,01-02-21,,,,83,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands
Faeroe Islands,FRO,02-02-21,,,,83,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands
Faeroe Islands,FRO,03-02-21,,,,83,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands
Faeroe Islands,FRO,04-02-21,,,,83,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands
Faeroe Islands,FRO,05-02-21,,,,83,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands
Faeroe Islands,FRO,06-02-21,4657,4051,606,83,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands
Faeroe Islands,FRO,07-02-21,,,,80,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands
Faeroe Islands,FRO,08-02-21,4783,4098,685,77,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands
Faeroe Islands,FRO,09-02-21,,,,106,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands
Faeroe Islands,FRO,10-02-21,5355,4134,1221,135,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands
Faeroe Islands,FRO,11-02-21,,,,128,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands
Faeroe Islands,FRO,12-02-21,,,,120,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands
Faeroe Islands,FRO,13-02-21,,,,112,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands
Faeroe Islands,FRO,14-02-21,,,,108,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands
Faeroe Islands,FRO,15-02-21,,,,103,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands
Faeroe Islands,FRO,16-02-21,,,,66,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands
Faeroe Islands,FRO,17-02-21,,,,30,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands
Faeroe Islands,FRO,18-02-21,,,,30,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands
Faeroe Islands,FRO,19-02-21,,,,30,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands
Faeroe Islands,FRO,20-02-21,,,,30,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands
Faeroe Islands,FRO,21-02-21,5682,4167,1515,30,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands
Faeroe Islands,FRO,22-02-21,,,,67,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands
Faeroe Islands,FRO,23-02-21,6259,4172,2087,104,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands
Faeroe Islands,FRO,24-02-21,6713,4190,2523,164,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands
Faeroe Islands,FRO,25-02-21,,,,167,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands
Faeroe Islands,FRO,26-02-21,,,,169,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands
Faeroe Islands,FRO,27-02-21,,,,172,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands
Faeroe Islands,FRO,28-02-21,,,,174,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands
Faeroe Islands,FRO,01-03-21,,,,140,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands
Faeroe Islands,FRO,02-03-21,,,,105,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands
Faeroe Islands,FRO,03-03-21,7041,4211,2830,47,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands
Faeroe Islands,FRO,04-03-21,7394,4238,3156,91,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands
Faeroe Islands,FRO,05-03-21,7563,4251,3312,108,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands
Faeroe Islands,FRO,06-03-21,7925,4251,3674,153,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands
Faeroe Islands,FRO,07-03-21,,,,157,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands
Faeroe Islands,FRO,08-03-21,8068,4260,3808,160,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands
